index,Pay Grade / Step,Annual Salary,Class,Title,Current Department,Employment Status,EEO Job Category Description,Gender,Ethnic Code Description,Year of Birth,Date Started,FLSA Exempt?,County,Current_Year,Age,Age_Group,Started_Year,Year_Of_Service
9393,OR03,58618.0,7390,Research Analyst 1,Health,Fulltime,Professionals,F,White,1995,2023-06-24,N,Davidson,2024,29,25-29,2023,1
9394,ST06,40200.79,11041,Office Support Rep Sr,Health,Fulltime,Administrative support,F,Black,1986,2023-06-24,N,Davidson,2024,38,35-39,2023,1
9395,ST07,42425.32,10782,Animal Care & Con Officer 1,Health,Fulltime,Service/Maintenance,M,Hispanic,1989,2023-06-24,N,Davidson,2024,35,35-39,2023,1
9396,TG10,46712.75,10837,Equipment Operator,NDOT,Fulltime,Service/Maintenance,M,Black,1990,2023-06-26,N,Davidson,2024,34,30-34,2023,1
9397,ST07,43839.47,10123,Office Support Spec 1,County Clerk,Fulltime,Administrative support,F,White,1982,2023-06-26,N,Davidson,2024,42,40-44,2023,1
9398,TG10,46712.75,10837,Equipment Operator,NDOT,Fulltime,Service/Maintenance,M,Black,1969,2023-06-26,N,Davidson,2024,55,55-59,2023,1
9402,OR01,48699.02,7243,Admin Svcs Officer 2,Juvenile Court Clerk,Fulltime,Professionals,M,Black,1966,2023-06-26,N,Davidson,2024,58,55-59,2023,1
9403,ST05,40431.54,11040,Office Support Rep,Circuit Court Clerk,Fulltime,Administrative support,F,Black,1965,2023-06-26,N,Davidson,2024,59,55-59,2023,1
9406,OR01,50199.02,2670,Appraiser 2,Assessor of Property,Fulltime,Officials and administrators,M,Black,1949,2023-06-30,N,Davidson,2024,75,75-79,2023,1
9414,OR08,94249.13,7234,Information Systems Advisor 1,Justice Integration Services,Fulltime,Officials and administrators,M,White,1969,2023-07-03,Y,Davidson,2024,55,55-59,2023,1
9415,ST07,43839.47,10123,Office Support Spec 1,County Clerk,Fulltime,Administrative support,M,Black,1963,2023-07-05,N,Davidson,2024,61,60-64,2023,1
9416,ST08,47807.51,10124,Office Support Spec 2,Office of Family Safety,Fulltime,Administrative support,F,Hispanic,1992,2023-07-05,N,Davidson,2024,32,30-34,2023,1
9418,ST07,42425.32,7711,Sheriff Prisoner Processor 1,Sheriff,Fulltime,Administrative support,F,Black,1994,2023-07-07,N,Davidson,2024,30,30-34,2023,1
9420,CO01,50452.95,6982,Correctional Officer 1,Sheriff,Fulltime,Protective service workers,M,White,1990,2023-07-07,N,Davidson,2024,34,30-34,2023,1
9421,CO02,55729.1,6981,Correctional Officer 2,Sheriff,Fulltime,Protective service workers,F,Black,2000,2023-07-07,N,Davidson,2024,24,20-24,2023,1
9422,CO01,50452.95,6982,Correctional Officer 1,Sheriff,Fulltime,Protective service workers,F,Black,1997,2023-07-07,N,Davidson,2024,27,25-29,2023,1
9429,TG07,40293.33,10977,Utility Maintenance Tech,Water Services,Fulltime,Technicians,M,Black,2003,2023-07-08,N,Davidson,2024,21,20-24,2023,1
9430,OR04,61368.59,11180,Human Resources Analyst,Water Services,Fulltime,Professionals,F,Black,1981,2023-07-08,N,Davidson,2024,43,40-44,2023,1
9432,MAC01,40000.0,10250,Teacher Asst,Metro Action Commission,Fulltime,Administrative support,F,Black,1986,2023-07-10,N,Davidson,2024,38,35-39,2023,1
9433,MAC01,40000.0,10250,Teacher Asst,Metro Action Commission,Fulltime,Administrative support,F,White,1974,2023-07-10,N,Davidson,2024,50,50-54,2023,1
9434,TG07,40293.33,10832,Custodian,Public Library,Fulltime,Service/Maintenance,M,White,1989,2023-07-10,N,Davidson,2024,35,35-39,2023,1
9435,TG09,44735.36,10849,Maintenance & Repair Worker Se,Parks,Fulltime,Service/Maintenance,M,White,1987,2023-07-10,N,Davidson,2024,37,35-39,2023,1
9437,OR07,80810.37,6862,Planner 2,Parks,Fulltime,Professionals,F,White,1959,2023-07-10,Y,Davidson,2024,65,65-69,2023,1
9438,OR01,48699.02,7243,Admin Svcs Officer 2,Juvenile Court Clerk,Fulltime,Professionals,F,Black,1990,2023-07-10,N,Davidson,2024,34,30-34,2023,1
9442,CA01,41600.0,10710,Security & Parking Off 2-MCC,Convention Center Authority,Fulltime,Service/Maintenance,M,Black,2002,2023-07-10,N,Davidson,2024,22,20-24,2023,1
9443,MAC01,40000.0,10250,Teacher Asst,Metro Action Commission,Fulltime,Administrative support,F,Black,1969,2023-07-10,N,Davidson,2024,55,55-59,2023,1
9444,OR06,75000.0,7296,Engineer In Training,NDOT,Fulltime,Professionals,M,White,1989,2023-07-10,N,Davidson,2024,35,35-39,2023,1
9445,TG07,40293.33,10848,Maintenance & Repair Worker,NDOT,Fulltime,Service/Maintenance,M,White,1993,2023-07-10,N,Davidson,2024,31,30-34,2023,1
9446,TG09,44735.36,10849,Maintenance & Repair Worker Se,Parks,Fulltime,Service/Maintenance,M,White,2002,2023-07-10,N,Davidson,2024,22,20-24,2023,1
9447,TG07,40293.33,10848,Maintenance & Repair Worker,NDOT,Fulltime,Service/Maintenance,M,Black,1988,2023-07-10,N,Davidson,2024,36,35-39,2023,1
9448,ET02,47639.57,10408,Emer Telecommunications Off 2,Emergency Communications,Fulltime,Administrative support,M,Hispanic,1996,2023-07-10,N,Davidson,2024,28,25-29,2023,1
9450,AG01,27508.82,240,Extension Agent 1,Agricultural Extension,Fulltime,Professionals,F,White,1999,2023-07-11,Y,Davidson,2024,25,25-29,2023,1
9452,ST06,40200.79,11041,Office Support Rep Sr,Parks,Fulltime,Administrative support,F,Two or more,1999,2023-07-13,N,Davidson,2024,25,25-29,2023,1
9455,FD02,57551.08,7308,Fire Fighter 1,Fire,Fulltime,Protective service workers,M,White,2000,2023-07-16,N,Davidson,2024,24,20-24,2023,1
9456,FD02,57551.08,7308,Fire Fighter 1,Fire,Fulltime,Protective service workers,M,Black,2000,2023-07-16,N,Davidson,2024,24,20-24,2023,1
9462,OR04,70571.46,7753,Professional Spec,Police,Fulltime,Professionals,F,White,1998,2023-07-16,Y,Davidson,2024,26,25-29,2023,1
9463,PS02B,64131.15,6872,Police Officer 1,Police,Fulltime,Protective service workers,M,Black,1999,2023-07-16,N,Davidson,2024,25,25-29,2023,1
9466,FD02,57551.08,7308,Fire Fighter 1,Fire,Fulltime,Protective service workers,M,Black,2000,2023-07-16,N,Davidson,2024,24,20-24,2023,1
9467,FD02,57551.08,7308,Fire Fighter 1,Fire,Fulltime,Protective service workers,M,Hispanic,1995,2023-07-16,N,Davidson,2024,29,25-29,2023,1
9468,FD02B,61004.15,7308,Fire Fighter 1,Fire,Fulltime,Protective service workers,M,White,1998,2023-07-16,N,Davidson,2024,26,25-29,2023,1
9469,FD02B,61004.15,7308,Fire Fighter 1,Fire,Fulltime,Protective service workers,M,White,1991,2023-07-16,N,Davidson,2024,33,30-34,2023,1
9470,PS02,60501.08,6872,Police Officer 1,Police,Fulltime,Protective service workers,F,White,1999,2023-07-16,N,Davidson,2024,25,25-29,2023,1
9471,FD02,57551.08,7308,Fire Fighter 1,Fire,Fulltime,Protective service workers,M,Black,1998,2023-07-16,N,Davidson,2024,26,25-29,2023,1
9472,PS02A,62316.11,6872,Police Officer 1,Police,Fulltime,Protective service workers,F,White,1992,2023-07-16,N,Davidson,2024,32,30-34,2023,1
9477,FD02,57551.08,7308,Fire Fighter 1,Fire,Fulltime,Protective service workers,M,Black,1995,2023-07-16,N,Davidson,2024,29,25-29,2023,1
9479,PS01,54900.89,3257,Police Officer Trainee,Police,Fulltime,Protective service workers,F,Two or more,1991,2023-07-16,N,Davidson,2024,33,30-34,2023,1
9480,ST09,50452.95,11036,Crime Scene Investigator 1,Police,Fulltime,Technicians,F,White,1998,2023-07-16,N,Davidson,2024,26,25-29,2023,1
9486,OR08,87529.74,6861,Planner 3,Planning Commission,Fulltime,Professionals,F,White,1990,2023-07-17,Y,Davidson,2024,34,30-34,2023,1
9487,MAC10C,47000.0,11098,Youth Specialist-MAC,Metro Action Commission,Fulltime,Professionals,M,Black,1991,2023-07-17,N,Davidson,2024,33,30-34,2023,1
9489,OR06,74117.92,6860,Planner 1,Planning Commission,Fulltime,Professionals,M,White,1993,2023-07-19,N,Davidson,2024,31,30-34,2023,1
9501,CO01,50452.95,6982,Correctional Officer 1,Sheriff,Fulltime,Protective service workers,F,Black,1983,2023-07-21,N,Davidson,2024,41,40-44,2023,1
9504,TG12,51011.48,10838,Equipment Operator Senior,Water Services,Fulltime,Service/Maintenance,M,Black,1965,2023-07-22,N,Davidson,2024,59,55-59,2023,1
9508,OR01,48699.02,6567,Commun Disease Investigator,Health,Fulltime,Professionals,F,Black,1998,2023-07-22,N,Davidson,2024,26,25-29,2023,1
9510,MAC01,40000.0,10250,Teacher Asst,Metro Action Commission,Fulltime,Administrative support,F,Black,2003,2023-07-24,N,Davidson,2024,21,20-24,2023,1
9511,TG13,53017.55,680,Automotive Mechanic,General Services,Fulltime,Skilled craft workers,M,White,1972,2023-07-24,N,Davidson,2024,52,50-54,2023,1
9512,TG07,40293.33,10848,Maintenance & Repair Worker,NDOT,Fulltime,Service/Maintenance,M,Black,1970,2023-07-24,N,Davidson,2024,54,50-54,2023,1
9513,OR04,61368.59,11180,Human Resources Analyst,Human Resources,Fulltime,Professionals,F,White,2000,2023-07-24,N,Davidson,2024,24,20-24,2023,1
9514,ST09,52134.67,2890,Librarian 1,Public Library,Fulltime,Professionals,F,White,1994,2023-07-24,N,Davidson,2024,30,30-34,2023,1
9517,TG13,53017.55,680,Automotive Mechanic,General Services,Fulltime,Skilled craft workers,M,Hispanic,2002,2023-07-24,N,Davidson,2024,22,20-24,2023,1
9518,MAC02A,39536.64,10216,Custodian,Metro Action Commission,Fulltime,Service/Maintenance,M,Black,2001,2023-07-24,N,Davidson,2024,23,20-24,2023,1
9519,ST06,40200.79,11038,Equipment & Supply Clerk,Public Library,Fulltime,Administrative support,F,White,1995,2023-07-24,N,Davidson,2024,29,25-29,2023,1
9520,TG10,46712.75,10837,Equipment Operator,NDOT,Fulltime,Service/Maintenance,M,White,1979,2023-07-24,N,Davidson,2024,45,45-49,2023,1
9524,ST07,43839.47,10123,Office Support Spec 1,County Clerk,Fulltime,Administrative support,M,Hispanic,2003,2023-07-24,N,Davidson,2024,21,20-24,2023,1
9525,TG13,53017.55,680,Automotive Mechanic,General Services,Fulltime,Skilled craft workers,M,White,1987,2023-07-24,N,Davidson,2024,37,35-39,2023,1
9526,OR01,48699.02,7379,Program Spec 2,Office of Homeless Services,Fulltime,Professionals,F,White,1984,2023-07-24,N,Davidson,2024,40,40-44,2023,1
9527,TG07,40293.33,10848,Maintenance & Repair Worker,NDOT,Fulltime,Service/Maintenance,M,Black,2004,2023-07-24,N,Davidson,2024,20,20-24,2023,1
9528,OR05,67425.5,10132,Pub Info Coord,Juvenile Court,Fulltime,Professionals,M,Black,1965,2023-07-24,N,Davidson,2024,59,55-59,2023,1
9530,TG07,40293.33,10848,Maintenance & Repair Worker,NDOT,Fulltime,Service/Maintenance,M,White,1975,2023-07-24,N,Davidson,2024,49,45-49,2023,1
9531,MAC05D,45000.0,10796,EHS Teacher-MAC,Metro Action Commission,Fulltime,Professionals,F,Black,1998,2023-07-24,N,Davidson,2024,26,25-29,2023,1
9535,JS02,58118.62,7790,Judicial Asst 1,General Sessions Court,Fulltime,Protective service workers,M,Black,1979,2023-07-25,Y,Davidson,2024,45,45-49,2023,1
9537,OR02,52604.11,3237,Nutritionist 1,Health,Fulltime,Professionals,F,White,1996,2023-07-31,N,Davidson,2024,28,25-29,2023,1
9539,CA01,39520.0,10674,Set Up Staff-Convention Ctr,Convention Center Authority,Fulltime,Technicians,M,White,1975,2023-07-31,N,Davidson,2024,49,45-49,2023,1
9540,PS01,54900.89,3257,Police Officer Trainee,Police,Fulltime,Protective service workers,F,White,2000,2023-08-01,N,Davidson,2024,24,20-24,2023,1
9549,ST10,55729.1,11037,Crime Scene Investigator 2,Police,Fulltime,Technicians,M,White,1974,2023-08-01,N,Davidson,2024,50,50-54,2023,1
9551,PS03B,74428.85,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,White,1989,2023-08-01,N,Davidson,2024,35,35-39,2023,1
9554,PS01,54900.89,3257,Police Officer Trainee,Police,Fulltime,Protective service workers,F,Hispanic,1998,2023-08-01,N,Davidson,2024,26,25-29,2023,1
9555,NS,77044.0,390,Asst District Attorney,District Attorney,Fulltime,Professionals,M,Two or more,1995,2023-08-03,N,Davidson,2024,29,25-29,2023,1
9558,OR04,61368.59,7756,Technical Specialist 1,Parks,Fulltime,Professionals,M,White,1997,2023-08-04,N,Davidson,2024,27,25-29,2023,1
9562,OR06,87088.56,11181,Human Resources Analyst Senior,Water Services,Fulltime,Professionals,F,Black,1984,2023-08-05,Y,Davidson,2024,40,40-44,2023,1
9563,OR04,61368.59,7779,Info Systems App Analyst 1,Water Services,Fulltime,Professionals,F,White,1973,2023-08-05,N,Davidson,2024,51,50-54,2023,1
9564,TG07,40293.33,10848,Maintenance & Repair Worker,NDOT,Fulltime,Service/Maintenance,M,Black,1979,2023-08-07,N,Davidson,2024,45,45-49,2023,1
9565,ST09,50452.95,6922,Property Stan Insp 1,Codes Administration,Fulltime,Officials and administrators,M,White,1974,2023-08-07,N,Davidson,2024,50,50-54,2023,1
9568,CA01,41600.0,10710,Security & Parking Off 2-MCC,Convention Center Authority,Fulltime,Service/Maintenance,F,Black,1977,2023-08-07,N,Davidson,2024,47,45-49,2023,1
9570,OR04,61368.59,11184,Management & Budget Analyst,Finance,Fulltime,Professionals,F,White,1992,2023-08-07,Y,Davidson,2024,32,30-34,2023,1
9571,TG07,40293.33,10848,Maintenance & Repair Worker,NDOT,Fulltime,Service/Maintenance,M,White,1985,2023-08-07,N,Davidson,2024,39,35-39,2023,1
9572,MAC02C,45000.0,10796,EHS Teacher-MAC,Metro Action Commission,Fulltime,Professionals,F,Black,1992,2023-08-07,N,Davidson,2024,32,30-34,2023,1
9573,MAC01,40000.0,10250,Teacher Asst,Metro Action Commission,Fulltime,Administrative support,F,White,1993,2023-08-07,N,Davidson,2024,31,30-34,2023,1
9574,TG07,40293.33,10848,Maintenance & Repair Worker,NDOT,Fulltime,Service/Maintenance,M,Black,1977,2023-08-07,N,Davidson,2024,47,45-49,2023,1
9575,MAC01,40000.0,10250,Teacher Asst,Metro Action Commission,Fulltime,Administrative support,F,Black,1998,2023-08-07,N,Davidson,2024,26,25-29,2023,1
9576,ST09,50452.95,6922,Property Stan Insp 1,Codes Administration,Fulltime,Officials and administrators,M,White,1994,2023-08-07,N,Davidson,2024,30,30-34,2023,1
9577,OR01,56003.69,11265,Payroll Specialist 1,Finance,Fulltime,Technicians,M,Black,1976,2023-08-07,Y,Davidson,2024,48,45-49,2023,1
9578,NS,43173.0,10314,Case Officer 1,State Trial Courts,Fulltime,Professionals,F,Black,1999,2023-08-07,N,Davidson,2024,25,25-29,2023,1
9586,TG07,40293.33,10848,Maintenance & Repair Worker,NDOT,Fulltime,Service/Maintenance,M,White,1968,2023-08-07,N,Davidson,2024,56,55-59,2023,1
9593,OR01,48699.02,10904,Nutrition Educator,Health,Fulltime,Professionals,F,Black,2000,2023-08-14,N,Davidson,2024,24,20-24,2023,1
9594,ST06,40200.79,11041,Office Support Rep Sr,Health,Fulltime,Administrative support,F,Hispanic,1980,2023-08-14,N,Davidson,2024,44,40-44,2023,1
9595,ET01,46265.35,10407,Emer Telecommunications Off 1,Emergency Communications,Fulltime,Administrative support,F,White,1994,2023-08-14,N,Davidson,2024,30,30-34,2023,1
9597,OR06,74117.92,7757,Technical Specialist 2,Office of Homeless Services,Fulltime,Professionals,F,Black,1980,2023-08-14,Y,Davidson,2024,44,40-44,2023,1
9602,PS03B,74428.85,7356,Police Officer 2,Police,Fulltime,Protective service workers,F,White,1998,2023-08-16,N,Davidson,2024,26,25-29,2023,1
9604,PS02B,64131.15,6872,Police Officer 1,Police,Fulltime,Protective service workers,F,White,1995,2023-08-16,N,Davidson,2024,29,25-29,2023,1
9610,NS,63684.0,480,Attorney 1,State Trial Courts,Fulltime,Professionals,M,White,1987,2023-08-17,Y,Davidson,2024,37,35-39,2023,1
9614,CO01,50452.95,6982,Correctional Officer 1,Sheriff,Fulltime,Protective service workers,M,Asian,1996,2023-08-18,N,Davidson,2024,28,25-29,2023,1
9617,OR04,61368.59,7756,Technical Specialist 1,Parks,Fulltime,Professionals,M,White,1992,2023-08-18,N,Davidson,2024,32,30-34,2023,1
9622,TG11,48919.43,6229,Treatment Plant Tech 1,Water Services,Fulltime,Skilled craft workers,M,Hispanic,1991,2023-08-19,N,Davidson,2024,33,30-34,2023,1
9623,TG07,40293.33,10977,Utility Maintenance Tech,Water Services,Fulltime,Technicians,M,Black,1970,2023-08-19,N,Davidson,2024,54,50-54,2023,1
9624,OR02,52604.11,10990,Utility Water Qual Analyst 1,Water Services,Fulltime,Professionals,M,Black,1997,2023-08-19,N,Davidson,2024,27,25-29,2023,1
9625,TG07,40293.33,10977,Utility Maintenance Tech,Water Services,Fulltime,Technicians,M,Black,1989,2023-08-19,N,Davidson,2024,35,35-39,2023,1
9626,TG07,40293.33,10977,Utility Maintenance Tech,Water Services,Fulltime,Technicians,M,Black,1972,2023-08-19,N,Davidson,2024,52,50-54,2023,1
9628,TG07,40293.33,10977,Utility Maintenance Tech,Water Services,Fulltime,Technicians,M,Two or more,1994,2023-08-19,N,Davidson,2024,30,30-34,2023,1
9630,OR01,48699.02,10904,Nutrition Educator,Health,Fulltime,Professionals,F,White,1989,2023-08-19,N,Davidson,2024,35,35-39,2023,1
9631,OR06,87088.56,7265,Info Sys Comm Analyst 3,Information Technology Services,Fulltime,Professionals,M,White,1977,2023-08-19,Y,Davidson,2024,47,45-49,2023,1
9633,ET01,46265.35,10407,Emer Telecommunications Off 1,Emergency Communications,Fulltime,Administrative support,M,White,2004,2023-08-21,N,Davidson,2024,20,20-24,2023,1
9636,TG10,46712.75,10965,Utility Equipment Operator,Water Services,Fulltime,Service/Maintenance,M,Black,1966,2023-08-21,N,Davidson,2024,58,55-59,2023,1
9638,CA04,64480.0,10734,Network Tech 2-MCC,Convention Center Authority,Fulltime,Technicians,M,Native,1997,2023-08-21,N,Davidson,2024,27,25-29,2023,1
9640,ET01,46265.35,10407,Emer Telecommunications Off 1,Emergency Communications,Fulltime,Administrative support,F,Black,2001,2023-08-21,N,Davidson,2024,23,20-24,2023,1
9641,ST08,46265.35,6866,Planning Tech 2,NDOT,Fulltime,Technicians,F,White,2000,2023-08-21,N,Davidson,2024,24,20-24,2023,1
9642,ST09,50452.95,10856,Service Writer,General Services,Fulltime,Paraprofessionals,F,White,1991,2023-08-21,N,Davidson,2024,33,30-34,2023,1
9643,TG07,40293.33,10848,Maintenance & Repair Worker,NDOT,Fulltime,Service/Maintenance,M,Black,1966,2023-08-21,N,Davidson,2024,58,55-59,2023,1
9644,ST10,55729.1,7323,Librarian 2,Public Library,Fulltime,Professionals,F,Black,1980,2023-08-21,N,Davidson,2024,44,40-44,2023,1
9645,ET01,46265.35,10407,Emer Telecommunications Off 1,Emergency Communications,Fulltime,Administrative support,F,White,1971,2023-08-21,N,Davidson,2024,53,50-54,2023,1
9646,ET01,46265.35,10407,Emer Telecommunications Off 1,Emergency Communications,Fulltime,Administrative support,M,White,1975,2023-08-21,N,Davidson,2024,49,45-49,2023,1
9647,TG07,40293.33,10848,Maintenance & Repair Worker,Parks,Fulltime,Service/Maintenance,M,White,1995,2023-08-21,N,Davidson,2024,29,25-29,2023,1
9649,ST09,50452.95,7732,Compliance Inspector 2,NDOT,Fulltime,Officials and administrators,M,White,1968,2023-08-21,N,Davidson,2024,56,55-59,2023,1
9650,OR01,48699.02,7375,Probation Officer 1,Juvenile Court,Fulltime,Professionals,F,White,1999,2023-08-21,N,Davidson,2024,25,25-29,2023,1
9651,ST09,50452.95,7732,Compliance Inspector 2,NDOT,Fulltime,Officials and administrators,M,Black,1997,2023-08-21,N,Davidson,2024,27,25-29,2023,1
9652,TG07,40293.33,10848,Maintenance & Repair Worker,NDOT,Fulltime,Service/Maintenance,M,White,1964,2023-08-21,N,Davidson,2024,60,60-64,2023,1
9653,ET01,46265.35,10407,Emer Telecommunications Off 1,Emergency Communications,Fulltime,Administrative support,M,White,2001,2023-08-21,N,Davidson,2024,23,20-24,2023,1
9656,MAC08B,52000.0,10236,Headstart Teacher 2,Metro Action Commission,Fulltime,Professionals,F,Black,1990,2023-08-21,N,Davidson,2024,34,30-34,2023,1
9657,ET01,46265.35,10407,Emer Telecommunications Off 1,Emergency Communications,Fulltime,Administrative support,M,White,1978,2023-08-21,N,Davidson,2024,46,45-49,2023,1
9658,ET01,46265.35,10407,Emer Telecommunications Off 1,Emergency Communications,Fulltime,Administrative support,M,White,1983,2023-08-21,N,Davidson,2024,41,40-44,2023,1
9660,ST10,55729.1,7348,Plumbing Inspector 2,Codes Administration,Fulltime,Officials and administrators,M,White,1980,2023-08-21,N,Davidson,2024,44,40-44,2023,1
9661,OR07,80810.37,10864,Assistant Public Defender 1,Public Defender,Fulltime,Professionals,F,White,1996,2023-08-23,Y,Davidson,2024,28,25-29,2023,1
9663,OR02,51000.0,11322,Family Safety Advocate,Office of Family Safety,Fulltime,Professionals,F,Two or more,1992,2023-08-23,N,Davidson,2024,32,30-34,2023,1
9665,OR04,61368.59,11180,Human Resources Analyst,Human Resources,Fulltime,Professionals,F,Black,2000,2023-08-28,N,Davidson,2024,24,20-24,2023,1
9666,CA01,41600.0,10710,Security & Parking Off 2-MCC,Convention Center Authority,Fulltime,Service/Maintenance,F,Hispanic,1970,2023-08-28,N,Davidson,2024,54,50-54,2023,1
9667,OR03,55729.1,7380,Program Spec 3,Office of Homeless Services,Fulltime,Professionals,F,Black,1996,2023-08-28,N,Davidson,2024,28,25-29,2023,1
9671,OR01,48699.02,7379,Program Spec 2,Health,Fulltime,Professionals,F,White,1976,2023-08-28,N,Davidson,2024,48,45-49,2023,1
9673,NS,48000.0,6505,Deputy Criminal Ct Clerk 4,Criminal Court Clerk,Fulltime,Administrative support,M,White,2001,2023-08-28,N,Davidson,2024,23,20-24,2023,1
9680,OR07,80810.37,480,Attorney 1,State Trial Courts,Fulltime,Professionals,M,Asian,1998,2023-08-29,Y,Davidson,2024,26,25-29,2023,1
