Pay Grade / Step,Annual Salary,Class,Title,Current Department,Employment Status,EEO Job Category Description,Gender,Ethnic Code Description,Year of Birth,Date Started,FLSA Exempt?,County,Current_Year,Age,Age_Group,Started_Year,Year_Of_Service
CO02,57586.42,6981,Correctional Officer 2,Sheriff,Fulltime,Protective service workers,F,Black,1990,2022-06-27,N,Davidson,2024,34,30-34,2022,2
OR09,97076.61,7734,Contract Admin,Social Services,Fulltime,Professionals,F,Asian,1981,2022-06-27,Y,Williamson,2024,43,40-44,2022,2
OR02,53568.92,3237,Nutritionist 1,Health,Fulltime,Professionals,F,White,1985,2022-06-29,N,Davidson,2024,39,35-39,2022,2
OR06,43390.46,7757,Technical Specialist 2,Police,Parttime,Professionals,M,White,1968,2022-06-30,Y,Robertson,2024,56,55-59,2022,2
OR06,43390.46,7757,Technical Specialist 2,Police,Parttime,Professionals,M,White,1963,2022-06-30,Y,Davidson,2024,61,60-64,2022,2
OR06,43390.46,7757,Technical Specialist 2,Police,Parttime,Professionals,M,White,1966,2022-06-30,Y,Davidson,2024,58,55-59,2022,2
PS04B,86953.83,7357,Police Officer 2-Fld Trng Ofcr,Police,Fulltime,Protective service workers,M,White,1985,2022-06-30,N,Rutherford,2024,39,35-39,2022,2
PS03B,74428.85,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,White,1994,2022-06-30,N,Robertson,2024,30,30-34,2022,2
PS03,66185.22,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,Hispanic,1998,2022-06-30,N,Davidson,2024,26,25-29,2022,2
OR06,43390.46,7757,Technical Specialist 2,Police,Parttime,Professionals,M,White,1961,2022-06-30,Y,Davidson,2024,63,60-64,2022,2
PS03B,83770.33,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,White,1981,2022-06-30,N,Williamson,2024,43,40-44,2022,2
PS03B,70156.33,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,Two or more,1988,2022-06-30,N,Williamson,2024,36,35-39,2022,2
OR10,102811.31,7407,Information Systems Advisor 2,Justice Integration Services,Fulltime,Officials and administrators,M,White,1969,2022-07-01,Y,Rutherford,2024,55,55-59,2022,2
FD03,60173.03,7309,Fire Fighter 2,Fire,Fulltime,Protective service workers,M,White,1986,2022-07-01,N,Davidson,2024,38,35-39,2022,2
FD03,60173.03,7309,Fire Fighter 2,Fire,Fulltime,Protective service workers,M,White,1999,2022-07-01,N,Rutherford,2024,25,25-29,2022,2
FD03,60173.03,7309,Fire Fighter 2,Fire,Fulltime,Protective service workers,M,White,1988,2022-07-01,N,Maury,2024,36,35-39,2022,2
FD04,66464.46,10112,Fire Fighter/Paramedic,Fire,Fulltime,Technicians,M,Asian,1995,2022-07-01,N,Rutherford,2024,29,25-29,2022,2
NS,125012.0,390,Asst District Attorney,District Attorney,Fulltime,Professionals,F,White,1989,2022-07-01,Y,Davidson,2024,35,35-39,2022,2
FD03B,63783.41,7309,Fire Fighter 2,Fire,Fulltime,Protective service workers,M,White,1976,2022-07-01,N,Rutherford,2024,48,45-49,2022,2
ST08,46265.35,10124,Office Support Spec 2,County Clerk,Fulltime,Administrative support,M,White,1963,2022-07-01,N,Montgomery,2024,61,60-64,2022,2
ST07,21042.95,6880,Recreation Leader,Parks,Parttime,Paraprofessionals,F,Black,2003,2022-07-02,N,Davidson,2024,21,20-24,2022,2
OR09,109180.0,10778,Animal Care & Control Shel Vet,Health,Fulltime,Professionals,M,White,1988,2022-07-05,Y,Davidson,2024,36,35-39,2022,2
OR06,82569.76,11178,Finance Officer Senior,Farmer's Market,Fulltime,Professionals,M,White,1975,2022-07-05,Y,Wilson,2024,49,45-49,2022,2
TG07,42747.19,7257,Bldg Maint Worker,Farmer's Market,Fulltime,Service/Maintenance,M,Black,1996,2022-07-05,N,Davidson,2024,28,25-29,2022,2
ST05,19977.92,11035,Concessions Clerk,Parks,Parttime,Administrative support,M,White,1978,2022-07-08,N,Davidson,2024,46,45-49,2022,2
TG07,41502.13,4160,Sanitation Worker,Water Services,Fulltime,Service/Maintenance,M,Black,2000,2022-07-09,N,Davidson,2024,24,20-24,2022,2
TG12,51011.48,10838,Equipment Operator Senior,Water Services,Fulltime,Service/Maintenance,M,Black,1970,2022-07-09,N,Davidson,2024,54,50-54,2022,2
TG13,53017.55,2220,Bldg Maint Mechanic,Municipal Auditorium,Fulltime,Skilled craft workers,F,White,1997,2022-07-09,N,Davidson,2024,27,25-29,2022,2
TG11,50387.02,6229,Treatment Plant Tech 1,Water Services,Fulltime,Skilled craft workers,M,White,1977,2022-07-09,N,Wilson,2024,47,45-49,2022,2
TL09,49148.69,6075,Event Set Up Leader,Municipal Auditorium,Fulltime,Service/Maintenance,M,White,1999,2022-07-09,N,Davidson,2024,25,25-29,2022,2
ST08,47807.51,10960,Utility Engineer Technician,Water Services,Fulltime,Technicians,M,White,1994,2022-07-09,N,Cheatham,2024,30,30-34,2022,2
OR03,66009.67,7244,Admin Svcs Officer 3,Water Services,Fulltime,Professionals,F,White,1996,2022-07-09,N,Davidson,2024,28,25-29,2022,2
ST06,41497.56,10756,Inmate Prop Clerk-DCSO,Sheriff,Fulltime,Administrative support,M,Asian,1969,2022-07-11,N,Robertson,2024,55,55-59,2022,2
MAC06B,42646.03,11284,Customer Engagement Specialist-MAC,Metro Action Commission,Fulltime,Professionals,F,Two or more,1998,2022-07-11,N,Davidson,2024,26,25-29,2022,2
OR01,50159.99,7379,Program Spec 2,State Fair Board,Fulltime,Professionals,F,White,1977,2022-07-11,Y,Robertson,2024,47,45-49,2022,2
OR09,103032.0,11267,Public Information Manager,Codes Administration,Fulltime,Officials and administrators,M,White,1991,2022-07-11,Y,Davidson,2024,33,30-34,2022,2
TG12,51011.48,10838,Equipment Operator Senior,NDOT,Fulltime,Service/Maintenance,M,Black,1992,2022-07-11,N,Davidson,2024,32,30-34,2022,2
ST05,41620.67,11034,Circulation Assistant,Public Library,Fulltime,Paraprofessionals,F,White,1994,2022-07-11,N,Davidson,2024,30,30-34,2022,2
CO02,55729.1,6981,Correctional Officer 2,Sheriff,Fulltime,Protective service workers,M,Black,2000,2022-07-11,N,Davidson,2024,24,20-24,2022,2
ST06,45387.85,11041,Office Support Rep Sr,Trustee,Fulltime,Administrative support,F,Black,1980,2022-07-11,N,Davidson,2024,44,40-44,2022,2
ST05,41620.67,11034,Circulation Assistant,Public Library,Fulltime,Paraprofessionals,F,White,1999,2022-07-11,N,Wilson,2024,25,25-29,2022,2
TG12,51011.48,10838,Equipment Operator Senior,NDOT,Fulltime,Service/Maintenance,M,Black,1989,2022-07-11,N,Davidson,2024,35,35-39,2022,2
ST10,55729.1,7422,Property Stand Insp 2,Codes Administration,Fulltime,Officials and administrators,M,White,1963,2022-07-11,N,Cheatham,2024,61,60-64,2022,2
ST05,41620.67,11034,Circulation Assistant,Public Library,Fulltime,Paraprofessionals,F,White,1980,2022-07-11,N,Davidson,2024,44,40-44,2022,2
CO01,50452.95,6982,Correctional Officer 1,Sheriff,Fulltime,Protective service workers,M,Black,1983,2022-07-11,N,Rutherford,2024,41,40-44,2022,2
ST05,41620.67,11034,Circulation Assistant,Public Library,Fulltime,Paraprofessionals,F,White,2000,2022-07-11,N,Davidson,2024,24,20-24,2022,2
OR04,63209.65,10470,Information Sys Media Analys 1,District Attorney,Fulltime,Professionals,F,White,1997,2022-07-11,Y,Davidson,2024,27,25-29,2022,2
NS,33062.85,7697,Corrections Spec 2,Sheriff,Parttime,Administrative support,M,White,1964,2022-07-12,N,Maury,2024,60,60-64,2022,2
TG07,41502.13,10848,Maintenance & Repair Worker,Parks,Fulltime,Service/Maintenance,M,White,1967,2022-07-15,N,Davidson,2024,57,55-59,2022,2
ST06,40200.79,11041,Office Support Rep Sr,Health,Fulltime,Administrative support,F,Black,1978,2022-07-15,N,Davidson,2024,46,45-49,2022,2
PS03,70215.9,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,White,1993,2022-07-16,N,Montgomery,2024,31,30-34,2022,2
PS03B,70156.33,7356,Police Officer 2,Police,Fulltime,Protective service workers,F,White,2000,2022-07-16,N,Davidson,2024,24,20-24,2022,2
PS03B,70156.33,7356,Police Officer 2,Police,Fulltime,Protective service workers,F,White,1995,2022-07-16,N,Davidson,2024,29,25-29,2022,2
PS03,66185.22,7356,Police Officer 2,Police,Fulltime,Protective service workers,F,Hispanic,1992,2022-07-16,N,Davidson,2024,32,30-34,2022,2
PS01,54900.89,3257,Police Officer Trainee,Police,Fulltime,Protective service workers,M,Black,1991,2022-07-16,N,Davidson,2024,33,30-34,2022,2
PS03B,70156.33,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,Hispanic,1996,2022-07-16,N,Wilson,2024,28,25-29,2022,2
PS03B,70156.33,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,White,1997,2022-07-16,N,Rutherford,2024,27,25-29,2022,2
PS03,70215.9,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,White,1990,2022-07-16,N,Robertson,2024,34,30-34,2022,2
TG07,41502.13,10848,Maintenance & Repair Worker,State Fair Board,Fulltime,Service/Maintenance,F,White,1998,2022-07-18,N,Robertson,2024,26,25-29,2022,2
CA03,47403.2,10733,Network Tech 1-MCC,Convention Center Authority,Fulltime,Technicians,M,Two or more,2001,2022-07-18,N,Montgomery,2024,23,20-24,2022,2
OR09,94249.13,10863,Admin Svcs Division Manager,Office of Family Safety,Fulltime,Officials and administrators,F,White,1986,2022-07-18,N,Davidson,2024,38,35-39,2022,2
NS,45000.0,6506,Deputy Criminal Ct Clerk 5,Criminal Court Clerk,Fulltime,Administrative support,F,White,1990,2022-07-18,N,Cheatham,2024,34,30-34,2022,2
TG12,51011.48,10838,Equipment Operator Senior,Parks,Fulltime,Service/Maintenance,M,Two or more,2001,2022-07-22,N,Davidson,2024,23,20-24,2022,2
TG12,51011.48,10838,Equipment Operator Senior,Parks,Fulltime,Service/Maintenance,M,Two or more,1999,2022-07-22,N,Davidson,2024,25,25-29,2022,2
ST06,41497.56,11041,Office Support Rep Sr,Health,Fulltime,Administrative support,M,Black,1991,2022-07-23,N,Rutherford,2024,33,30-34,2022,2
OR05,67425.5,7769,Info Sys Comm Analyst 2,Information Technology Services,Fulltime,Professionals,M,White,1986,2022-07-23,Y,Maury,2024,38,35-39,2022,2
ST07,45253.62,10833,Customer Service Field Rep,Water Services,Fulltime,Service/Maintenance,M,Black,1988,2022-07-23,N,Davidson,2024,36,35-39,2022,2
OR06,77517.8,7296,Engineer In Training,Water Services,Fulltime,Professionals,F,White,2000,2022-07-23,N,Rutherford,2024,24,20-24,2022,2
TG10,48114.13,10965,Utility Equipment Operator,Water Services,Fulltime,Service/Maintenance,M,Black,1974,2022-07-23,N,Davidson,2024,50,50-54,2022,2
OR05,73615.16,10758,Public Health Nurse 1,Health,Fulltime,Professionals,F,White,1998,2022-07-23,N,Davidson,2024,26,25-29,2022,2
CO02,55729.1,6981,Correctional Officer 2,Sheriff,Fulltime,Protective service workers,F,Black,1995,2022-07-25,N,Davidson,2024,29,25-29,2022,2
ST09,52134.67,6910,Mech/Gas Inspector 1,Codes Administration,Fulltime,Officials and administrators,M,White,1994,2022-07-25,N,Cheatham,2024,30,30-34,2022,2
OR01,50159.99,7375,Probation Officer 1,General Sessions Court,Fulltime,Professionals,F,Black,1997,2022-07-25,N,Davidson,2024,27,25-29,2022,2
NS,35672.0,11163,DCSO Facility Officer,Sheriff,Parttime,Professionals,F,Black,1980,2022-07-25,N,Davidson,2024,44,40-44,2022,2
CO02,55729.1,6981,Correctional Officer 2,Sheriff,Fulltime,Protective service workers,F,Black,1996,2022-07-25,N,Davidson,2024,28,25-29,2022,2
ST09,50452.95,10578,Sheriff Case Worker 2,Sheriff,Fulltime,Professionals,F,Black,1985,2022-07-25,N,Davidson,2024,39,35-39,2022,2
ST05,41620.67,11034,Circulation Assistant,Public Library,Fulltime,Paraprofessionals,M,Black,1994,2022-07-25,N,Davidson,2024,30,30-34,2022,2
ST09,50452.95,6922,Property Stan Insp 1,Codes Administration,Fulltime,Officials and administrators,M,White,1981,2022-07-25,N,Montgomery,2024,43,40-44,2022,2
NS,0.0,9020,Seasonal/Part-time/Temporary,Parks,Pool,Service/Maintenance,F,White,1984,2022-07-25,N,Davidson,2024,40,40-44,2022,2
OR05,69448.27,10476,Information Sys Oper Anal 2,Office of Homeless Services,Fulltime,Professionals,F,Asian,1977,2022-07-25,N,Wilson,2024,47,45-49,2022,2
ST05,41620.67,11034,Circulation Assistant,Public Library,Fulltime,Paraprofessionals,F,White,1996,2022-07-25,N,Williamson,2024,28,25-29,2022,2
OR05,70122.52,7245,Admin Svcs Officer 4,NDOT,Fulltime,Professionals,M,White,1997,2022-07-27,Y,Davidson,2024,27,25-29,2022,2
DP01,201135.0,6650,Arts Commission Exec Dir,Arts Commission,Fulltime,Officials and administrators,M,Asian,1972,2022-07-27,Y,Davidson,2024,52,50-54,2022,2
OR03,57400.97,1463,Dental Hygienist 1,Health,Fulltime,Technicians,F,White,1974,2022-07-28,Y,Rutherford,2024,50,50-54,2022,2
OR05,53746.02,10758,Public Health Nurse 1,Health,Parttime,Professionals,F,White,1987,2022-08-01,N,Cheatham,2024,37,35-39,2022,2
MAC05D,44990.4,10796,EHS Teacher-MAC,Metro Action Commission,Fulltime,Professionals,F,Black,1963,2022-08-01,N,Davidson,2024,61,60-64,2022,2
OR06,43390.46,7757,Technical Specialist 2,Police,Parttime,Professionals,M,White,1959,2022-08-01,Y,Davidson,2024,65,65-69,2022,2
PS03A,68170.78,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,White,1997,2022-08-01,N,Wilson,2024,27,25-29,2022,2
PS03,66185.22,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,Asian,1995,2022-08-01,N,Davidson,2024,29,25-29,2022,2
ST08,47807.51,10124,Office Support Spec 2,Parks,Fulltime,Administrative support,F,White,1973,2022-08-01,N,Cheatham,2024,51,50-54,2022,2
NS,0.0,9020,Seasonal/Part-time/Temporary,Parks,Pool,Service/Maintenance,F,White,1943,2022-08-01,N,Davidson,2024,81,80-84,2022,2
RP04,15475.2,9100,Part Time Worker 1,Parks,Parttime,Service/Maintenance,F,White,1998,2022-08-01,N,Davidson,2024,26,25-29,2022,2
PS03B,74428.85,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,White,1983,2022-08-01,N,Williamson,2024,41,40-44,2022,2
OR05,49308.26,10758,Public Health Nurse 1,Health,Parttime,Professionals,F,Black,1995,2022-08-01,N,Wilson,2024,29,25-29,2022,2
OR06,43390.46,7757,Technical Specialist 2,Police,Parttime,Professionals,M,Hispanic,1965,2022-08-01,Y,Davidson,2024,59,55-59,2022,2
OR05,53746.02,10758,Public Health Nurse 1,Health,Parttime,Professionals,F,White,1982,2022-08-01,N,Davidson,2024,42,40-44,2022,2
OR05,50787.51,10758,Public Health Nurse 1,Health,Parttime,Professionals,F,White,1953,2022-08-01,N,Sumner,2024,71,70-74,2022,2
ST10,55729.1,7343,Paralegal,Public Defender,Fulltime,Paraprofessionals,F,Black,1995,2022-08-01,N,Davidson,2024,29,25-29,2022,2
PS03B,70156.33,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,White,1999,2022-08-01,N,Williamson,2024,25,25-29,2022,2
OR06,43390.46,7757,Technical Specialist 2,Police,Parttime,Professionals,M,Asian,1966,2022-08-01,Y,Davidson,2024,58,55-59,2022,2
ST09,52134.67,10891,Victim Advocate 1,District Attorney,Fulltime,Professionals,F,White,1953,2022-08-01,Y,Williamson,2024,71,70-74,2022,2
OR03,62800.0,7244,Admin Svcs Officer 3,Metropolitan Council,Fulltime,Professionals,F,Hispanic,1993,2022-08-01,Y,Sumner,2024,31,30-34,2022,2
SP01,15531.36,3445,School Crossing Guard,Police,Parttime,Protective service workers,F,White,1958,2022-08-02,N,Davidson,2024,66,65-69,2022,2
TG07,41502.13,10832,Custodian,Parks,Fulltime,Service/Maintenance,F,White,1962,2022-08-05,N,Davidson,2024,62,60-64,2022,2
NS,0.0,9020,Seasonal/Part-time/Temporary,Parks,Pool,Service/Maintenance,F,White,1981,2022-08-05,N,Davidson,2024,43,40-44,2022,2
NS,0.0,9020,Seasonal/Part-time/Temporary,Parks,Pool,Service/Maintenance,F,White,1971,2022-08-05,N,Davidson,2024,53,50-54,2022,2
NS,0.0,9020,Seasonal/Part-time/Temporary,Parks,Pool,Service/Maintenance,M,White,1982,2022-08-05,N,Davidson,2024,42,40-44,2022,2
TG14,55166.91,6184,Indust Mechanic 1,Water Services,Fulltime,Skilled craft workers,M,White,1978,2022-08-06,N,Robertson,2024,46,45-49,2022,2
TG10,46712.75,10837,Equipment Operator,NDOT,Fulltime,Service/Maintenance,M,White,1978,2022-08-08,N,Cheatham,2024,46,45-49,2022,2
ST07,42425.32,10613,Security Officer 1,Sheriff,Fulltime,Protective service workers,F,Black,1999,2022-08-08,N,Davidson,2024,25,25-29,2022,2
ST08,46265.35,10614,Security Officer 2,Sheriff,Fulltime,Administrative support,F,Black,1997,2022-08-08,N,Davidson,2024,27,25-29,2022,2
TG10,46712.75,10837,Equipment Operator,NDOT,Fulltime,Service/Maintenance,M,White,1986,2022-08-08,N,Davidson,2024,38,35-39,2022,2
CO02,55729.1,6981,Correctional Officer 2,Sheriff,Fulltime,Protective service workers,M,Black,2000,2022-08-08,N,Davidson,2024,24,20-24,2022,2
ST09,53816.4,6922,Property Stan Insp 1,Codes Administration,Fulltime,Officials and administrators,M,White,1990,2022-08-08,N,Robertson,2024,34,30-34,2022,2
CO02,55729.1,6981,Correctional Officer 2,Sheriff,Fulltime,Protective service workers,F,Black,1984,2022-08-08,N,Davidson,2024,40,40-44,2022,2
ST07,53738.45,10123,Office Support Spec 1,Assessor of Property,Fulltime,Administrative support,F,Black,1963,2022-08-08,N,Davidson,2024,61,60-64,2022,2
ST05,45188.08,11040,Office Support Rep,Assessor of Property,Fulltime,Administrative support,M,White,2002,2022-08-08,N,Davidson,2024,22,20-24,2022,2
CA06,44990.4,11292,Social Media and Graphics Coord-MCC,Convention Center Authority,Fulltime,Professionals,F,White,1993,2022-08-08,N,Wilson,2024,31,30-34,2022,2
ST08,46265.35,10614,Security Officer 2,Sheriff,Fulltime,Administrative support,M,White,1977,2022-08-08,N,Davidson,2024,47,45-49,2022,2
TG10,46712.75,10837,Equipment Operator,NDOT,Fulltime,Service/Maintenance,M,White,1992,2022-08-08,N,Sumner,2024,32,30-34,2022,2
ST09,50452.95,7798,Security Officer Coord,Public Library,Fulltime,Protective service workers,M,Black,1983,2022-08-08,N,Davidson,2024,41,40-44,2022,2
ST06,40200.79,11189,Police Support Technician,Police,Fulltime,Administrative support,F,Black,1978,2022-08-08,N,Davidson,2024,46,45-49,2022,2
OR05,69448.27,7377,Program Mgr 2,Juvenile Court,Fulltime,Officials and administrators,F,White,1977,2022-08-08,N,Rutherford,2024,47,45-49,2022,2
OR06,81885.0,7296,Engineer In Training,NDOT,Fulltime,Professionals,M,Asian,1997,2022-08-08,N,Davidson,2024,27,25-29,2022,2
MAC06B,50000.0,10235,Headstart Teacher 1,Metro Action Commission,Fulltime,Professionals,F,White,1975,2022-08-08,N,Davidson,2024,49,45-49,2022,2
OR01,51199.23,2670,Appraiser 2,Assessor of Property,Fulltime,Officials and administrators,M,Black,1997,2022-08-08,N,Davidson,2024,27,25-29,2022,2
NS,35672.0,11163,DCSO Facility Officer,Sheriff,Parttime,Professionals,M,White,1992,2022-08-08,N,Rutherford,2024,32,30-34,2022,2
TG12,51011.48,10838,Equipment Operator Senior,NDOT,Fulltime,Service/Maintenance,M,Black,1989,2022-08-08,N,Sumner,2024,35,35-39,2022,2
CO01,50452.95,6982,Correctional Officer 1,Sheriff,Fulltime,Protective service workers,F,White,1990,2022-08-08,N,Sumner,2024,34,30-34,2022,2
TG07,41502.13,10832,Custodian,Parks,Fulltime,Service/Maintenance,M,Black,1964,2022-08-08,N,Davidson,2024,60,60-64,2022,2
OR07,22692.8,10844,Juvenile Court Magistrate 1,Juvenile Court,Parttime,Officials and administrators,M,White,1964,2022-08-08,N,Davidson,2024,60,60-64,2022,2
NS,27029.18,6034,Program Coord,Sheriff,Parttime,Professionals,M,White,1965,2022-08-11,N,Robertson,2024,59,55-59,2022,2
OR04,76153.05,7753,Professional Spec,Human Relations Commission,Fulltime,Professionals,F,White,1986,2022-08-15,Y,Davidson,2024,38,35-39,2022,2
ET03,53816.4,10409,Emer Telecommunications Off 3,Emergency Communications,Fulltime,Administrative support,F,White,1992,2022-08-15,N,Davidson,2024,32,30-34,2022,2
ET03,53816.4,10409,Emer Telecommunications Off 3,Emergency Communications,Fulltime,Administrative support,M,Hispanic,1986,2022-08-15,N,Sumner,2024,38,35-39,2022,2
ET02,47639.57,10408,Emer Telecommunications Off 2,Emergency Communications,Fulltime,Administrative support,F,White,2004,2022-08-15,N,Robertson,2024,20,20-24,2022,2
MAC05D,45000.0,10796,EHS Teacher-MAC,Metro Action Commission,Fulltime,Professionals,F,White,1998,2022-08-15,N,Davidson,2024,26,25-29,2022,2
CA06,46300.0,10684,Event Coord-MCC,Convention Center Authority,Fulltime,Technicians,F,White,1994,2022-08-15,Y,Williamson,2024,30,30-34,2022,2
NS,39686.4,9020,Seasonal/Part-time/Temporary,Trustee,Intern / Student,Service/Maintenance,M,Black,2005,2022-08-15,N,Davidson,2024,19,15-19 ,2022,2
ET03,53816.4,10409,Emer Telecommunications Off 3,Emergency Communications,Fulltime,Administrative support,F,White,1997,2022-08-15,N,Rutherford,2024,27,25-29,2022,2
OR03,57400.97,7244,Admin Svcs Officer 3,Sports Authority,Fulltime,Professionals,M,White,1998,2022-08-15,N,Davidson,2024,26,25-29,2022,2
ET02,47639.57,10408,Emer Telecommunications Off 2,Emergency Communications,Fulltime,Administrative support,F,White,1991,2022-08-15,N,Davidson,2024,33,30-34,2022,2
ET03,53816.4,10409,Emer Telecommunications Off 3,Emergency Communications,Fulltime,Administrative support,F,Black,1992,2022-08-15,N,Davidson,2024,32,30-34,2022,2
OR05,13073.22,6123,Historic Preservationist 1,Historical Commission,Parttime,Professionals,F,White,1950,2022-08-15,N,Davidson,2024,74,70-74,2022,2
OR11,120098.0,10870,Assistant Metropolitan Atty 3,Law,Fulltime,Professionals,F,White,1985,2022-08-15,Y,Davidson,2024,39,35-39,2022,2
